full_formula,task_id,formation_energy_per_atom
Sr4Gd2Ta2O12,mp-1209102,-3.564721317833333
Sm10In8Pt4,mp-1209194,-0.7803143190909093
Rb8Zr6B1Br20,mp-1209464,-1.887637476833334
Rb8Pr4I20,mp-1209562,-1.7335143990625
Rb20V12O40,mp-1209602,-2.3878901280555556
Pr12Sc8Fe12O48,mp-1209949,-3.0818309007500004
Na1Yb1Cu2F8,mp-1209951,-2.6967110680459765
Pr4Ga18Ru6,mp-1210301,-0.5312942333928571
Nd4Fe4Ge8O28,mp-1210319,-2.4577999534090904
Mn4Te2O12,mp-1210598,-1.7855533578735643
Lu6Fe4Si6,mp-1210813,-0.6805805299999994
Li4Nd24B12O56,mp-1211241,-3.4951326887847216
Na24Er8P16O64,mp-1211481,-2.9534381257194164
La8Ta12Se8O32,mp-1211581,-3.2033581378125007
La6Sb10O24,mp-1211710,-2.6397755547500004
K8Zr6Mn1Br20,mp-1212020,-1.8080908740551735
Dy10Si4B16,mp-1212823,-0.6726744958888892
Dy12Cr4S24,mp-1212952,-2.0312534333750007
Dy8Si12Pd4,mp-1213111,-0.8897319116666663
Ce4Ga4Ir4,mp-1213791,-0.8514132866666664
Ca8B20Cl4O36,mp-1214176,-3.0409757625490186
Ba2Si24Pt10,mp-1214345,-0.49340842083333314
Ba12Gd4Ga8O30,mp-1214608,-2.974123864074074
Ba12Na4Mn4Nb4O34,mp-1214806,-2.739705773067777
Ba18Dy6B18O54,mp-1214848,-3.3014268863020835
Zr1Nb1C2,mp-1215222,-0.6609898399999992
Sr9B6N12,mp-1218347,-1.2566479249999996
Sr8Ru1Rh3O16,mp-1218503,-2.4062003399404763
Sr12Sn4N3,mp-1218874,-0.6691018255263155
Sm1Gd1Se2,mp-1218995,-2.0747385649218764
Sm4V2Fe2O12,mp-1219215,-3.0332302285000003
Rb2Cr2Co2F12,mp-1219598,-2.8563330297222214
Pr1Sm1B12,mp-1219729,-0.47083074428571337
Pr1Sm3S4,mp-1219738,-2.2758724103125
Pr6Cd1Si2S14,mp-1219860,-1.9039167679891307
Ni16Bi16S2I4,mp-1220146,-0.24069420674342198
Ni16Bi16,mp-1220533,-0.01870045343750082
Nd6Pb6I26O80,mp-1222221,-1.350399017118645
La1Ga3Pd1,mp-1222842,-0.7080610034999999
La1Y1In6,mp-1222965,-0.4480460202083334
K4La4Sb4S18,mp-1223734,-1.441246743275
Hf2B1Ir6,mp-1223830,-0.7863302610185186
Gd4In2Sb2O14,mp-1225008,-2.915491973181818
Eu2Cd2Ag2,mp-1225230,-0.32350193222222207
Er3Sc2S7,mp-1225608,-2.2948949784895825
Ca4Pr8Mo12O42,mp-1227629,-2.78900751530303
Ba6Y2Ir2Ru2O18,mp-1228020,-2.579212996111112
Ba4In1Sb1O8,mp-1228129,-2.680420198571428
Cs2Co2Ni2F12,mp-1228915,-2.428573218659004
Cs4Cr8S16,mp-1238823,-1.120439203990147
Li4Fe4N4,mp-1245798,-0.45896592611111114
V6O10,mp-1275946,-2.5223457256249997
Ba4Fe2Mo2O12,mp-1289745,-2.501113414
Ba1Al1Si1,mp-13149,-0.3641834399999997
Sm2Mg4Cu18,mp-13222,-0.17199060666666632
Li3Er3Ge3,mp-13474,-0.7107592472222216
Er2Se1O2,mp-13975,-3.5076462084687505
Ti4Ni12,mp-1409,-0.48279514270833346
Cd6Te2O12,mp-14243,-1.5155040055
Cs4Li2As2O8,mp-14364,-2.1015164842744247
Cs4C4O4F12,mp-14734,-2.332557016321839
Be12Mo1,mp-1475,-0.1278049638461541
K2Pt4Se6,mp-14796,-0.8798517033385416
Ba2Ce1Sn1O6,mp-1521094,-3.1160760100000005
Na16Zn8Ga8F56,mp-15547,-2.907731636645768
Sr4Mg4Ge4,mp-15643,-0.5352876780555554
K1La1S2,mp-15781,-2.1637395635625003
Li1Dy1S2,mp-15789,-2.0991681223958327
Li3Sm3Ge3,mp-15822,-0.6998789122222225
Tb2Te1O2,mp-16036,-3.3278823359999996
Ce1Sc3B4O12,mp-16097,-3.442829535833333
Li2Ag1Sb1,mp-16238,-0.5061579808333332
Er1Sb1Pt1,mp-16329,-1.2804743199999997
Na12Cr8As12O48,mp-16383,-2.0620391457327587
Ho8Al4,mp-16502,-0.29161060083333307
Nd4Mg2Cu4,mp-16638,-0.19388784799999997
K9Sc3P6O24,mp-17035,-2.9523227945714283
Ca8Si6Pd8,mp-17185,-0.8103903599999995
Nd8Mn2Se12O2,mp-17340,-2.1952786943327944
Mg10Ga4,mp-1770,-0.12875401
Rb20Ge4P12,mp-17978,-0.308306416111111
Ta4V4O20,mp-18137,-2.8904530653571436
Dy6Ni14B4,mp-18399,-0.5089577744444446
Yb1Cd1,mp-1857,-0.39603325499999986
V2B2O6,mp-18946,-2.726639265833333
Ba4Mn2W2O12,mp-19085,-2.746981753793103
Ce1Ni5,mp-1910,-0.344781860833334
Sr2W2O8,mp-19163,-2.746216890277777
Cr6P6O24,mp-19401,-2.5965342172222226
Tm2Co2C2,mp-19754,-0.35259964388888915
Pb4C4O12,mp-19893,-1.8096030824999993
V6Ir2,mp-2006,-0.4986257174999995
Sr4Nb2In2O12,mp-20222,-2.983586746833334
Ce2Fe2Si2,mp-20245,-0.5847749516666655
Si4Pd12,mp-20622,-0.6067529137499994
Y1Fe2Ge2,mp-21113,-0.4597491013333325
Sr4Cu4O10,mp-21129,-1.9435007020370374
Ni4Sb8O16,mp-21275,-1.6231249374999999
Fe4Te2O12,mp-21437,-1.638986081111111
Rb8Pb4O12,mp-21461,-1.5558054725000006
Na24In8Sb16,mp-21547,-0.4365235070258624
Ga9Ni13,mp-21589,-0.3894127062499997
Pd34Se30,mp-21765,-0.541799195473633
Yb8Sn20Pt12,mp-21820,-0.7773692267500003
Yb4As6Rh7,mp-22062,-0.9554869852941178
Hf4In2C2,mp-22156,-0.7095990200000006
P8Pb8O28,mp-22325,-2.417683241969696
Li3N1,mp-2251,-0.45679072875000015
Ho1Rh3C1,mp-22664,-0.5169857579999999
Na2Pt4,mp-2271,-0.36573053885057466
In2Cu2Se4,mp-22811,-0.6686129199218751
K2Nb16O28,mp-22826,-2.7621435218695654
Hg2I2,mp-22859,-0.44656254000000006
K1Br1,mp-23251,-2.02868443025
Pr24C12I34,mp-23409,-1.3303846672857145
Cs4Sb4Cl4F12,mp-23576,-2.5978179771551724
Hg4H4O4F4,mp-23844,-1.3350947731250002
Sr1B6,mp-242,-0.4503798302380945
Cs4Fe2H24S4O28,mp-24220,-1.65723980490684
K4Ni2H16C4O20,mp-24573,-1.5990707330869574
Ba8Al10,mp-2631,-0.22180747500000011
Tb1As1,mp-2640,-1.5311656874999997
Zr36S8,mp-27191,-0.7011007148863655
Cd8N16O48,mp-27198,-0.9971092073611109
Li2Ag6O4,mp-27227,-0.8100851038888889
Au6Cl6O6,mp-27265,-0.5986508755555554
Li1Bi1F6,mp-27419,-2.489990499791667
P2I6,mp-27529,-0.34230089583333356
Tc8Cl32,mp-27780,-1.16466396725
Tm1Ag1,mp-2796,-0.3514948916666665
Hg4Br4O12,mp-27994,-0.39627017799999964
Al2Cu2Cl8,mp-28020,-1.5768964483333334
Na8Mn8S12,mp-28079,-1.0127569558343603
K4Pt2I12,mp-28247,-1.0100980684444443
P12Ru4,mp-28400,-0.5239208406250002
Cu2Pt2F12,mp-28488,-1.7277486874999992
P6Rh6O24,mp-28870,-1.9686289572222222
Ta2I4O2,mp-29027,-1.6839443000000003
W8S72Cl32,mp-29051,-0.8439174597767851
Ho3Al3Ni3,mp-2909,-0.6163351266666663
Na2Nb20O36,mp-29162,-2.783687149536267
Ho3Al9Cl36,mp-29796,-2.1703279208333335
Cs32Si8Se32,mp-29834,-1.2960956398443488
As2Cl10,mp-30106,-0.9508075924999998
Cs2Sn4Cl10,mp-30164,-1.6656268253663797
Cs3As5O9,mp-30300,-1.813479687870183
Li3Ca3Sn3,mp-30477,-0.5611635127777777
Ti4Ga6,mp-30673,-0.45939359083333287
Zr6Ti4Ga6,mp-30676,-0.5124433767708343
Mg1Ni2Sn1,mp-30774,-0.27605854875
Ti1Sn1Pt1,mp-30847,-0.8256581361111112
La1B1Rh3,mp-3088,-0.6978310228333328
Ba8Bi6,mp-30892,-0.9117669350000003
Tb1Si2Rh2,mp-3097,-1.1215339740000005
Sr2In3Rh2,mp-31294,-0.48501390333333355
Er4Ga4Pd4,mp-31387,-0.8989870774999993
Tb2Sn2Au2,mp-31413,-0.8270066933333334
Hf10Cu2Sn6,mp-31469,-0.3788190966666668
Tb1B2Ru3,mp-3186,-0.46788777055555525
Ge2,mp-32,0.0
Sr1P2Ru2,mp-3804,-0.9276010746666664
Na2Hf4P6O24,mp-40161,-3.2515354242528747
Tm1Ni1Sb1,mp-4025,-0.9644941822222215
Ce2S2F2,mp-4973,-3.236466183541667
Co4P8Pb4O28,mp-505235,-2.3528586249242434
Pb8C4O16,mp-505702,-1.7201035996428575
Re1H8Br6N2,mp-505791,-0.7096147452941182
Cs6Ge8Au2,mp-510341,-0.2737351342241374
K12Co4O10,mp-510366,-1.4195263433076935
Ce10Pb6O2,mp-510369,-1.0331222083333331
Li26In6,mp-510430,-0.20605672395833352
Ce6Cu2Sn2S14,mp-510567,-1.697172677239583
Cs8Dy4Cl20,mp-540695,-2.5773047954202584
Cs6Zr4I18,mp-540822,-1.4654287377709363
Tl4V2O7,mp-541368,-1.8255633152564106
La10Os2I15,mp-541553,-1.4986555231481484
Eu4Mn8O20,mp-542392,-2.378944272295259
Li24Sc8N16,mp-542435,-1.0504224652083327
Y1Bi2Cl1O4,mp-552604,-2.4541056883333345
Ba12Na4As4Ru4O34,mp-554687,-2.4580969426932224
K8Ge8Au8S24,mp-554859,-0.8482190212291668
K4Sm4Ir2O14,mp-555268,-2.487662972166666
K4Mn4P4O16,mp-555605,-2.5968144838234815
Sr4Zn4Se8O24,mp-555691,-1.9248797401354167
K2Cu3Se4O12,mp-556074,-1.3315862083511907
Rb8Li4Ta4S16,mp-556085,-1.5155585741666666
Ag4Hg8P4O16,mp-556798,-1.5113832990624996
Na4Sr4Fe4F24,mp-556802,-3.2910703589687103
K12P4O16,mp-557753,-2.5404552027916667
Rb2Na1Mn1F6,mp-558050,-2.9886395494482763
Ba4Ho2B4Cl2O12,mp-558195,-3.3311633794444444
Nd5As2Cl1O10,mp-558340,-3.2292866211111115
Fe4Te4O12F4,mp-558502,-1.8449300958333332
Tm4Se4Cl4O12,mp-558516,-2.501177135668403
K6B2Sb8O26,mp-558607,-2.122079253246033
Sr2Li2Ni2F12,mp-559663,-2.992021458333334
Mn4Ni12Te6Pb2O36,mp-560090,-1.5332926350287361
Rb2Na10Be16O22,mp-560092,-2.5483206782103447
Rb2V4I6O26,mp-560376,-1.5012785548684213
K8Cu4S4Cl8O16,mp-560601,-1.9443284294125
Ni6Mo4Se2O22,mp-560757,-1.6086482869025736
Fe2Te12O26,mp-561036,-1.5087597705
Sr12Co6P12O48,mp-561556,-2.956957950897437
Rb2Hg2Pd1Br8,mp-567515,-1.1909588034615384
Cs2Ag1Au1Cl6,mp-567776,-1.4510213892528736
La18Sb32Br6,mp-567777,-1.2342255393750001
Al13Os4,mp-567929,-0.44380072705882284
Cs1Yb1Br3,mp-568005,-2.345942706086207
Nb24Te96,mp-568220,-0.6722723137499997
Tm1Ni1Bi1,mp-568269,-0.6529747422222213
Ca4Al4Au4,mp-568424,-0.6938783708333336
Ca2Ag2Bi2,mp-568664,-0.5587256338888889
Dy2Fe4Si2C2,mp-568668,-0.510987704
Tm1In1Au2,mp-568830,-0.6958588341666663
Be44Re2,mp-569364,-0.0649209050000001
Ba24Zn4In8Cl80,mp-569635,-2.420785089482759
Er3Ag3Ge3,mp-570026,-0.6430266772222224
La12Fe2I17,mp-570039,-1.42106298951613
Bi48Pt8Cl80,mp-570417,-1.1557743894852939
Nb8P16Se16Cl40,mp-570486,-1.1798911926354165
Cs1As2Ru2,mp-570837,-0.39449826558620626
Cs2Lu2Nb12Cl36,mp-570921,-1.9124459285742705
Cs4K2Mn6F24,mp-572298,-2.962826380425288
Nd2Cu6Se4Cl2O16,mp-572807,-1.5973534839791663
Yb1Al2Ga2,mp-573498,-0.3841338669999999
La4In2Cu4,mp-574369,-0.34024095599999954
Ce12C4Cl20,mp-580802,-2.1681775244444443
Cs2Tm4Cu6Se10,mp-581749,-1.3128360189075563
Tl16Sn4S16,mp-5818,-0.6310384803703705
Gd4Mo2Se6O24,mp-582378,-2.2390246295572913
Na8Gd8B8O28,mp-583646,-3.1339020887643674
Tb4Cu4Pb4Se12,mp-601286,-1.242048719505208
Fe3Co1,mp-601820,-0.04789794375000156
Tl2Sn1As2S6,mp-6023,-0.5787308709469698
Zr6Sn6Ir6,mp-607139,-0.7487870794444452
Re4Hg4O16,mp-616597,-1.7594822237499994
Pr2Mn2Ge2O10,mp-619064,-2.6768546578663788
Cs2Hg4Br10,mp-619510,-1.1604515906788793
Cs4Nb2Ag2S8,mp-623028,-1.2953506212535926
Ce8P12Au4,mp-628664,-1.0413094954166666
Li2Ca6Ru2O12,mp-6342,-2.6315727143939394
Ga8I12,mp-636675,-0.6586228405
Sr2Mg2H8,mp-643009,-0.49759921527777823
K8Co4H16Se8O40,mp-644334,-1.4779830887203944
Ca10P6O24F2,mp-6473,-3.421107072261905
La21Fe8Bi7C12,mp-647363,-0.5313892715625007
K4In4Mo8O32,mp-650228,-2.063114019833334
K16Mg8Si40O96,mp-667292,-3.1216741021750005
Nb6Pd18,mp-669692,-0.4255900283333342
Ta2As2P2Cl26,mp-672248,-1.4380651539583331
Na3Y1Cl6,mp-675104,-2.3656637186321836
Re12Se12Cl12,mp-676712,-0.9243273135590273
K3Ca3Nd3P6O24,mp-676934,-3.251592683564103
Ho16B48O96,mp-680713,-3.1991615176249995
Cs6Nb4As2Se22,mp-683903,-1.0597552949749618
Ni52Sn32P12,mp-683937,-0.35493561864583256
Li14Ni42P28,mp-685439,-0.6108151677380953
Na4H4C4O12,mp-696396,-1.8539594715086203
Ba4Mg6H20,mp-733604,-0.4696489606666669
Na8Zn4H16O16,mp-734019,-1.535702066645768
Rb1Er1O2,mp-7477,-3.0695141368749996
Nb1,mp-75,0.0
Co1B2W2,mp-7573,-0.45845287266666757
La2Ta6O18,mp-757365,-3.526408668461539
Li8Ti12Co4O32,mp-768110,-2.989034506726191
Ce2Cl8O32,mp-768918,-0.8553178721428568
Bi12Ir12O44,mp-772189,-1.4434335144117645
Na12Co4As4C4O28,mp-773177,-1.9363070101657829
Cs12Co4O14,mp-773199,-1.4766468915057465
Li8Ti12Ni4O32,mp-775326,-2.9638565461904776
Nb3P6W1O24,mp-777849,-2.78104306882353
Sc10Si6,mp-7822,-0.7414160018749998
Rb2Sn2O3,mp-7863,-1.7204352542857144
Ca8B16O32,mp-8056,-3.128601376547619
Ba2Cd1,mp-8093,-0.23778961666666673
Rb12Cu20O16,mp-8198,-1.0830945764583333
Tl1Sb1F6,mp-8348,-2.628910261041667
Ho2Pd1Ru1,mp-861941,-0.6780869112499994
Ce3Zn11,mp-862292,-0.2904216232142858
Sc2Cu1Ru1,mp-862338,-0.4714310412499998
Tc6Ir2,mp-862770,-0.22833744000000067
Ti2Co1Tc1,mp-862911,-0.5117763529166677
Nd6Mn2Al2S14,mp-864652,-1.9183574862338364
Li1Yb2Rh1,mp-864763,-0.3560422833333332
Mg2Ag1Au1,mp-864978,-0.44367547416666664
Ga1Fe1Rh2,mp-865170,-0.4294900593750004
Lu2Mg1Al1,mp-865238,-0.24243971499999972
Yb2Ag1Ge1,mp-865630,-0.5734001854166668
Ti1Zn1Au2,mp-865730,-0.35065417333333393
Be2Cu1Pt1,mp-865869,-0.4596999250000007
K3Bi1As6Se12,mp-865961,-0.6951951444147734
Dy4Ge10Rh6,mp-866028,-0.7830466119999997
Gd4Ni13C4,mp-866397,-0.32144077
Re4Te4Se4Cl16,mp-866695,-1.0168585014062497
Tb2Ir1Pd1,mp-867236,-0.8875369174999994
Sm1Mg1Ag2,mp-867862,-0.30314213458333317
K2Rh2O5,mp-867920,-1.2340616901111119
Sc1Al1Rh2,mp-867922,-1.089973603749999
Cd1Sb2O6,mp-8922,-1.846647354444445
K4Sn4S10,mp-8965,-1.033662743513889
Mg1C1N2,mp-9166,-0.7975332049999997
Co1Pt3,mp-922,-0.053970363750000416
Rb3Sb2Au3,mp-9274,-0.4619977815624998
Y1As1,mp-933,-1.5483916908333333
La6Hf2Sb10,mp-9436,-1.139883587222223
Li1Ag2Ge1,mp-9472,-0.16372422791666663
K2O1,mp-971,-1.247857583666666
Nd2Ag1Hg1,mp-974387,-0.3726364529166668
Tl8Cr12O48,mp-9754,-1.4367366337745096
Pr2Ni2Ge4,mp-975655,-0.7441801974999995
Pr1Er1In2,mp-976159,-0.45464666624999994
Ca1Sn1Au2,mp-977359,-0.5924162612499999
Gd1Mg1Ni4,mp-977381,-0.3791234233333339
Nb3Ru1,mp-977434,-0.19327814124999954
Hf2Mn1Rh1,mp-977572,-0.5480433094827593
Zr2Tc1Pd1,mp-977578,-0.5239393475000007
Mg4B28,mp-978275,-0.13057053333333268
Tm1Mg1Pt2,mp-978984,-1.0609166866666664
Y1Er1Tl2,mp-981548,-0.34237542083333317
Pm2Zn1Rh1,mp-983229,-0.4993493412499994
Tm1Lu1Ru2,mp-983312,-0.4447618716666657
Dy6Sb8Au6,mp-984350,-0.8881984870000004
Ca1Rh1F6,mp-9928,-2.7454833206250004
Cr2Au2O4,mp-996996,-1.6227391950000003
B1Os1,mp-997617,-0.23685539708333359
Li1Zr1Se2,mp-1001615,-1.5925949670052084
Ti2Zn1,mp-1014229,-0.1555636288888896
Dy2S4,mp-1018675,-1.9957635570833336
Dy2Zn2Ga2,mp-1018682,-0.5687319775
Eu2H3Br1,mp-1018691,-1.1280834420833326
Eu2Sn2Hg2,mp-1018701,-0.5565953616666667
Pr2Cu2Sn2,mp-1018893,-0.5695190033333327
Pr2Ge2Au2,mp-1019094,-0.8266953233333337
Al4P12O36,mp-1019377,-2.8416539940384635
Cs4Al4B4O14,mp-1019602,-2.976599694553492
Cs4Li16B20O40,mp-1019716,-2.733559966979885
Ce2Re2Si2C1,mp-1025285,-0.535181777142858
Re1F6,mp-1025374,-2.4780777928571425
Mg1Zr1F6,mp-1025460,-3.990344354375
Mn1Co1N2,mp-1029367,-0.3319804057327591
Pr1Pt5,mp-1037,-0.6957980008333328
Ho2Ni8B2,mp-10398,-0.5017040698611103
K2Pd1Se2,mp-1069706,-1.0857849881375
La2P2Rh2,mp-1070925,-1.2664611527777783
Y2Sn2Pt4,mp-1078547,-0.9988360116666675
Sr2H6Os1,mp-1078677,-0.6906557764814809
Sc3Ge3Rh3,mp-1079597,-0.9900460233333332
Nb2Br8,mp-1080428,-1.3263160749999998
Ta4Cr2B4,mp-1080757,-0.7038414906666659
V4Ga2C2,mp-1080835,-0.5181597881249989
Tm3Al3Ni3,mp-1087523,-0.6269793988888881
Li4Eu4Bi4,mp-1095380,-0.7968139186111122
Tb4Al4Au4,mp-1095572,-0.7905179283333332
Sr2Ta2N2O4,mp-1101327,-2.7501849383333337
Pr4As4S4,mp-1101752,-1.7261933077083331
Ca4Sn4Pt4,mp-1102040,-0.9155956508333336
Ta4Co4Si4,mp-1102650,-0.6993355716666656
Er4Ga4Rh4,mp-1103035,-0.9095145008333331
Tb4Ga4Co4,mp-1103095,-0.4662764033333329
Hf4Co4Si4,mp-1103227,-0.831167825833333
Ti4Si4Ir4,mp-1103248,-1.0030332352777773
Y4Ga4Pt4,mp-1103353,-1.1022650972222217
Cs2Mo2O4F6,mp-1104015,-2.5999907143472916
Nd1Al8Fe4,mp-1104273,-0.4042258461538462
Tb6Ga2Co6,mp-1104279,-0.3381375353571424
Dy4Mn2Ni2O12,mp-1104659,-2.857340214293104
Dy12Ru4,mp-1105841,-0.32385693874999966
Ho14Rh6,mp-1106336,-0.6312626165000005
Cs2Pr2Cd2Se6,mp-11118,-1.5927409441603804
Cs2Li1Dy1Cl6,mp-1113018,-2.4909948709195406
Rb3Bi1Cl6,mp-1114619,-1.9211714982499999
Be1Pd1,mp-11274,-0.5927108225
Be1Rh1,mp-11276,-0.6078159225000004
Be8V4,mp-11281,-0.21818012416666713
Pr1Al5Ni2,mp-11352,-0.5907846856250005
Er1In1,mp-11370,-0.4215827650000006
Ta1Ga3,mp-11416,-0.1690678156250005
Yb8Pb4,mp-11544,-0.5491493683333335
Pr1B1Pt3,mp-11596,-0.8496743868333325
K2Y4Cu2S8,mp-11602,-1.9110348098541667
Ca12Si12Mo8O48,mp-1170750,-3.06620302375
Ca1Mg1Cd2,mp-1183548,-0.26017435499999997
La8C12,mp-1184,-0.16678124999999824
Eu1Tl1Hg2,mp-1184250,-0.3683046145833333
Gd1Lu1Cu2,mp-1184522,-0.24621514750000006
La1Pm1Ir2,mp-1185004,-0.5989841731249994
Mg1Ga1Pt2,mp-1185861,-0.7104275493749999
Nd1Cd1Ag2,mp-1186295,-0.28246655333333326
Pm1Ga1Rh2,mp-1186573,-0.6734269587500004
Ce4B8Ru4,mp-1188136,-0.5850618177083327
Eu4Mg2Ir2O12,mp-1188494,-2.6294235795000005
In2As2H4O10,mp-1188700,-1.6542770533333335
Zr2Tl4Pb2Se8,mp-1189464,-1.0547561288802076
Er12Ir4,mp-1189478,-0.6160016237499999
Zn2Cu4Si2S8,mp-1189702,-0.8022498959375
Ce1Ga6Ni1,mp-1190078,-0.43096493874999897
Ta4Te16Os4,mp-1190784,-0.5188815295833334
Y8P8S8,mp-1191026,-1.7254572872916671
Pr2Fe12P7,mp-1191863,-0.6290914411111119
Li2Dy2W4O16,mp-1192153,-2.6636031473611106
Cs4P4H8O8,mp-1192733,-1.6205563906273948
Hf18Co2W8,mp-1192784,-0.15027855357142933
Ga4H4Se4O16,mp-1194398,-1.6083470989062505
Na12Mo4O16F4,mp-1194849,-2.3300938788505743
Sr4In32Ir8,mp-1194987,-0.25708244560606114
Bi4Te4N4O24,mp-1195032,-1.3182369408333332
K6Ba6Li4Al8B12O40F2,mp-1195057,-3.074460502004274
Na4Y4Te16O40,mp-1195227,-2.0176832102011497
Nd8Zr4Se20,mp-1195333,-1.9832900339648436
Sr4Cd4B8O20,mp-1195626,-2.7343981916666666
Ca2Sn4Pd2,mp-11958,-0.6663131699999996
Li4Ho16Ge16,mp-1195831,-0.8291212023148147
Ca10P6C1O27,mp-1195864,-3.2536417562499995
Tm20Ge16,mp-1196455,-0.8405569350925922
Rb4Cu6P8O24F8,mp-1196467,-2.3684544803333343
Nd14Se8Cl6O34,mp-1197266,-2.8186275154637093
Sm12H88N16O102,mp-1197637,-1.5479755126605512
Sr8Ga8B8O32,mp-1197916,-2.900819395654761
Pr46Cd8Ru14,mp-1197990,-0.22973990470588118
Li4Zn8B20H80,mp-1198025,-0.2336302540773809
Ta4Cd4B4F40,mp-1198141,-3.2266795743589753
Mg4Be6P6H26O38,mp-1198243,-2.1667889824999995
Nd6Zn44,mp-1199143,-0.2841795320000003
Ti12Fe12Ge24,mp-1199430,-0.4213324854166676
Ho4Fe20P12,mp-1200877,-0.7453499174999997
Sm4Nb4S14O60,mp-1201050,-2.349412191143294
Cs12Sb4O16,mp-1201472,-1.8961418185991379
Ho16B4Cl4O28,mp-1201547,-3.742539989166666
Zr12Fe12Ge24,mp-1201558,-0.5091544270833334
Er4Ni20Ge12,mp-1201645,-0.5308241813888885
Hg6Pd16Se18,mp-1202782,-0.5279079495546875
Gd4N12O36,mp-1203247,-1.4466239788461555
Nd3Sn3Ir3,mp-1205749,-0.7851683738888889
Sr2In4As4,mp-1205860,-0.6063823343333332
Ho1In1Ni4,mp-1206024,-0.3969340283333338
Er2Si2Os4C2,mp-1206269,-0.504167382
Pr2Ti2Ge6,mp-1206304,-0.6550132076666664
Rb2Na1V1Cl6,mp-1206768,-2.0275395851551723
La4Si1I5,mp-1206826,-1.5157901975
Rb1P2Rh2,mp-1207113,-0.7296466508333331
Y4Mn4Ga4O20,mp-1207709,-2.7070480611997123
Yb12Al86V8,mp-1207747,-0.2515736982075477
Y12Tl4F40,mp-1207844,-4.1066272773809525
Y12In8Ga12O48,mp-1207946,-2.8750688435000007
Tb2Ag2W4O16,mp-1208373,-2.378343019722223
Ta4V4P4,mp-1208564,-0.8237906302777785
Y30Ni56P42,mp-1208729,-1.0590308441406249
Sr4Au8F48,mp-1208951,-1.7605899387777777
Sb12Cl44F16,mp-1209457,-1.5718553065277778
Rb8Ce4Br20,mp-1209654,-2.1953648184375005
Pr4Mg2Pt2O12,mp-1209742,-2.8460950909999996
Sm4Ta24Br52O12,mp-1209869,-1.818553704782608
Nd6Re4O18,mp-1210151,-3.018384850357144
Nb3Ni20B6,mp-1210153,-0.3505807260344825
Na6Pd3F18,mp-1210356,-2.335731450530013
Pr46Cd8Rh14,mp-1210413,-0.4279797575
Li2V2Cd2F12,mp-1210866,-2.984893210370371
K2Ho6F20,mp-1211478,-4.302041115214286
K2Dy2Be2F12,mp-1211551,-3.9003596570000005
K4Cr4S8O32,mp-1211656,-2.2105817799375007
K2Bi6F20,mp-1211670,-2.844809265571429
K6Au6Br16,mp-1211803,-1.176693303142857
K4Er4P8O28,mp-1211811,-3.148634883833333
K20Ta4Tl8As16,mp-1211936,-0.45215977451388883
La46Cd8Rh14,mp-1212070,-0.4704431788235297
Ho12In2Co4,mp-1212180,-0.27475378222222147
Gd3Ga9Os3,mp-1212456,-0.4846774354999989
Fe2Ni3H4Se6O20,mp-1212753,-1.338144805258929
Gd4In8Cl20,mp-1212862,-1.948511576875
Er12In3Fe2,mp-1212895,-0.21622333117647022
Dy2Tl2W4O16,mp-1212931,-2.5078539856944437
Eu8N4,mp-1212961,-0.8269206175000008
Dy4Ga18Rh6,mp-1213121,-0.7097202841071432
Eu6Sn26Ir8,mp-1213142,-0.47097708824999956
Er10Bi2Pd4,mp-1213208,-0.7033551681250003
Cs4Tm4P8O28,mp-1213300,-3.1658040607967606
Ce12Ga8Rh8,mp-1213977,-0.7173969217857145
Ca22Ga2Sb18,mp-1214384,-1.0575689848809517
Ba12Lu4Ga8O30,mp-1214574,-3.01747847425926
Zr1Sc1Fe4,mp-1215207,-0.2930441875000002
Zr2H1C1,mp-1215471,-0.7332457887500006
Yb1Ga1Cu4,mp-1215637,-0.28086566958333314
Y1Zn1Cu1P2,mp-1215705,-0.7739703186666673
Yb18Zn8Bi18,mp-1215867,-0.6546567718181819
Ti1Zn1Ga2,mp-1216640,-0.37453380458333374
V4Ge2Pb10O24,mp-1217012,-1.9874401827500008
Ti4Tl6P10S36,mp-1217446,-0.8436507890922625
Tb4Mn2Sb2O14,mp-1217713,-2.951198913448275
Ta12V6Co6C4,mp-1218094,-0.39042710785714363
Sr2Al4Si4O16,mp-1218484,-3.4431226516666666
Sr4Nb2Fe2O12,mp-1218741,-2.9245456283333326
Sm1Tm1S2,mp-1218978,-2.2302825669791666
Nd8Ti8O28,mp-12193,-3.730972544242424
Sb28Mo9Ru3,mp-1219530,-0.22689600337499982
Re4As6S3,mp-1219545,-0.4036261045673075
Rb2C2N2O2,mp-1219568,-1.2372303431249998
Rb4Nb12P12O60,mp-1219682,-2.8972039140909094
Rb8Mo8P8O44,mp-1219951,-2.441045060833334
Nd2Ge2Pt2,mp-1220139,-1.0084053216666664
Nb1W1,mp-1220316,-0.04151856500000051
Na1Al6Sb7Te8Cl24,mp-1220960,-1.4444260138380804
Mn1V1Fe4Si2,mp-1221563,-0.4174702084913804
Mn1Cd1S2,mp-1221643,-0.8221959960452594
Mg4Mn4Ge4O16,mp-1222069,-2.424590941847292
Li2Zr10Tl2F44,mp-1222537,-3.840717523333333
La1Nd1Ni10,mp-1222868,-0.2788032154166669
Li14Eu16Si8Cl14O32,mp-1223068,-2.97811991186508
