full_formula,task_id,formation_energy_per_atom
Pb1F2,mp-315,-2.682395368333333
Mn6Nb12O22,mp-31908,-2.450766437689656
Zr28Sb16,mp-32967,-0.7400432859090916
Al5Cu1S8,mp-35267,-1.2790966189285717
Tb2Ag2Te4,mp-3551,-1.131845967916667
La4Si4Ir4,mp-3555,-0.9968843783333341
K4Au4S20,mp-3592,-0.6948058190892858
Na8Al6Si6S1O28,mp-41734,-3.030110863174261
Nb1Ru1,mp-432,-0.17831256250000038
La4Cu4S8,mp-4841,-1.7180742709375005
Sc1Sn1Pd2,mp-4897,-0.8778812550000001
Ti4Al2N2,mp-4978,-1.260449857916666
Sr8Ir4O16,mp-4998,-2.3660013054761913
Gd1P1,mp-510401,-1.597667406666666
La4Ni4Sn4H4,mp-510577,-0.6507452124999995
Co2,mp-54,0.0
Sr4Ga8Ge8O32,mp-540621,-2.4538922574358963
Zr6Pb2O8F12,mp-541097,-3.664540445
Na4Te8W2O24,mp-541917,-1.785927389110708
Sn3P1O4F3,mp-546757,-2.412950505984848
Eu1Bi2Cl1O4,mp-550566,-2.195155621875
K16Al16O32,mp-5525,-2.9146444837187495
K8In4Si16O42,mp-553982,-2.936316685914286
K4Li4Zn4P8O28,mp-554164,-2.6151231637916665
Rb1Ta1P2O8,mp-554412,-2.946327330347222
K8Ni4Mo8O32,mp-554864,-2.01739781873077
Ba2Ni2F8,mp-555321,-3.385121325833333
K8Mg4P8W4O40,mp-555398,-2.686082321885416
Ba8B20Cl4O36,mp-555742,-3.056584944166666
Nd4Sn2S10,mp-555750,-1.7430461413281249
V4O4F12,mp-556026,-2.7140767680000004
K4Ni2N8O24,mp-556059,-1.193754309263158
Cs2Zr1I6O18,mp-556129,-1.3694293516985963
Ca12Si24N24O24,mp-556884,-2.402036565952381
V8Se16O48,mp-557295,-1.6171269152430563
Ca4As6Pb6Cl2O24,mp-557347,-2.1591663033333335
Rb2Na1Fe1F6,mp-558078,-2.951095510655173
V2Ag4P2O12,mp-558255,-1.878513078666667
Bi4Ir4O14,mp-558392,-1.4689362899999994
Na8Li10B6O18,mp-558455,-2.43681348549398
Li2V4F12,mp-559701,-3.1500268103703695
Rb4Dy4W8O32,mp-560148,-2.6569926650000006
Ba4Mn6Se12O36,mp-560955,-1.8396610969950213
B2Te6O6F30,mp-561226,-2.3450510934848485
Ca3Ag3As3,mp-5615,-0.7890993105555554
Cs2Mo6S6,mp-561682,-1.0348569589008625
Cs4Cr4P8O28,mp-562965,-2.669771450190701
Er4Ni4,mp-567314,-0.4823072937499999
Cs2Sb2Cl12,mp-567583,-1.5401270822413795
Tl1Br1,mp-568560,-1.1507479454166667
La24C16I24,mp-569686,-1.196396385
Zr4Ga2,mp-569833,-0.46484443416666704
Rb16P24Se48,mp-569883,-0.7465298042329546
Pr1P2Ru2,mp-570236,-1.0037003943333331
Rb10Sn2P6Se30,mp-571228,-0.8765614361523438
Cs8Te4,mp-573763,-1.13226476612069
Ba4In8Au8,mp-574176,-0.5494515494999999
Cs8As8Se16,mp-581864,-0.8673551200296332
Nb28O70,mp-581967,-3.0342052746938792
Mo8P12O52,mp-585184,-2.3708128206944457
Pr3In3Au3,mp-621132,-0.7221929116666664
Ba4Ti2Ge4O16,mp-6289,-2.8945133637179485
Ti1C1,mp-631,-0.810004021666666
Te6Pd8Br8,mp-638749,-0.6974167022727271
Ba10Ga12H4,mp-643683,-0.507294703846153
Ca2P4H4O14,mp-643898,-2.582749542222222
K2Rb4Sc2F12,mp-6500,-3.5723641613
K8Ta8O12F24,mp-6651,-3.4856294348846153
Pr1Ga2,mp-668,-0.6935619266666665
K4Ce8Cu4Se24,mp-669330,-1.5057487442062496
Ni12Sn8,mp-669720,-0.26081920549999965
Co21B6W2,mp-672221,-0.22069400379310353
Tb2In4Ni2,mp-672325,-0.42609093499999995
Cs16Ru8Cl40O4,mp-679984,-1.7117520264249488
Na8Ca4Pb12C20O60,mp-697211,-2.044143107330903
Ce4Mg8H28,mp-697677,-0.4208655032500005
K8Si4H16N8O8,mp-697910,-1.3268869132727277
Ni10Te8Br4O24,mp-704879,-1.3343787173913046
Na10Zn7Sn7H24S26O12,mp-720670,-1.1366668894391536
Li2Pd1,mp-728,-0.3842782388888886
Cr2H28N8Cl6O2,mp-744472,-0.8390442252173914
Yb2B8O14,mp-752484,-3.0569333597222212
Mn2V4O12,mp-754274,-2.332355423659005
Sb2Rh2O8,mp-754757,-1.565137346666667
Tb4Pt4O14,mp-754768,-2.4502483340909085
Ta3Ge6,mp-7558,-0.2219759911111115
Li2Sb2S2,mp-756006,-0.9537415471527778
Na4Sn2Ge4H4O16,mp-757981,-1.9735117072068968
Eu4Mn4O14,mp-761284,-2.499057361442006
Li10Nb14S28,mp-767171,-1.5433751138621796
Ba1Ta6O16,mp-769349,-3.3800707934782603
Li8Co4Ge12O32,mp-769597,-2.1073028010119055
Dy8Ti4O20,mp-770816,-3.8878213904166676
Li8Ni16O32,mp-774941,-1.2230182702976191
Na16Sn8O16,mp-778057,-1.7296300563706901
Ba2P6,mp-7808,-0.6662240812500002
Pd8S2,mp-7819,-0.2783099216249994
Li2Ga2Ge2,mp-7874,-0.26736549027777795
Sr1Si2Ag2,mp-7880,-0.2654775099999995
La3P3O12,mp-8133,-3.5035561469444443
Ti1Co1,mp-823,-0.40051704916666697
Co2P2O8,mp-849770,-2.0950215063888904
Ca2Mg1Tl1,mp-861645,-0.2886446783333332
K2Na2La2Ta2O10,mp-861868,-3.151726888283526
Er2Cu1Ru1,mp-862944,-0.3856452287500005
Pm1Sn1Au2,mp-862956,-0.6997064581250001
Pm1Rh2Pb1,mp-862958,-0.47276304437500016
Er2Ru1Rh1,mp-863666,-0.6898904762500004
Tb1Cd1Rh2,mp-864615,-0.5529450924999999
Nd4B2C2,mp-864790,-0.3037359222916658
Zn2Rh1Au1,mp-864844,-0.3146363875000002
Ce2Si2Ru2,mp-8653,-0.7413794699999995
V1Tc2Ge1,mp-865482,-0.3046328687500015
V2I6,mp-865493,-0.662163445
Y1Sn1Rh2,mp-865518,-0.7760659329166666
Yb1Lu1Rh2,mp-865663,-0.84558059
Tm1Cd1Pd2,mp-865982,-0.7645449341666657
Li2Yb1Pb1,mp-866180,-0.4141920516666664
Pm2Si1Hg1,mp-866204,-0.4703111375
Be1V1Co2,mp-866288,-0.29295465374999985
La6Mn2Al2S14,mp-866692,-2.0163253574838365
Sr2Sb1Au1,mp-867168,-0.9792937433333333
Li1Tm2Ir1,mp-867220,-0.6420451266666669
Sm2Al6,mp-867870,-0.4424950587500005
Dy1Cd1Rh2,mp-867900,-0.5672771975000002
Ba8Pt2O12,mp-8727,-2.4677279295454544
Nd2Co2C4,mp-8761,-0.2687315175
Sr4Zn8P8O32,mp-8810,-2.728139719294872
Ta6Sn2S12,mp-9132,-1.3194074958750008
Sc3Ge3Ru3,mp-9223,-0.7940437972222227
Zr6Fe1Te2,mp-9381,-0.6226218277777775
Sr4Sm2Sb2O12,mp-972216,-3.058981198833334
Tc1Pt3,mp-972326,-0.09652899249999969
Ti2Ir1W1,mp-972337,-0.5145138491666668
La2Er6S12,mp-973441,-2.4215367153750003
Re4S4O26,mp-974650,-1.9115868512500005
B8Pb2O14,mp-9747,-2.647339741388888
Sm1Tm1Hg2,mp-978529,-0.46739914291666684
Tm1Lu1Co2,mp-980669,-0.2519161666666667
Sm2Ni2Ge4,mp-980760,-0.73651204
Sr1F2,mp-981,-4.232558450555556
Sm2Zn2In2,mp-981699,-0.45015657000000014
Ca9Pt6,mp-984698,-0.8541242326666667
Ba3Si6N2O12,mp-985697,-3.0724565260869574
K2Br1Cl6F1,mp-989591,-1.1572294526000004
Rb4Ca4I12,mp-998592,-1.8151626564999996
Rb4Sn4Br12,mp-998778,-1.5236320374999999
Y1Ag2,mp-999544,-0.32714217666666673
Ca2Pr2Mo4O12,mvc-9656,-2.7327941104999995
Mg6Cr12O24,mvc-9921,-4.417696474999999
Mn1Ga1,mp-1001836,-0.1402858277155179
In2Au3,mp-1017579,-0.16507767999999956
Eu8Ge4B8O32,mp-1019739,-2.8757623562179484
Na16Mg12P16O60,mp-1020162,-2.8461484353669317
Ho2Fe2Si2C1,mp-1025316,-0.6764522428571433
Li2Zr4N6,mp-1029297,-1.5180576105555552
Rb30W14N38,mp-1029967,-0.6092631940853652
Cu4Sn2S6,mp-10519,-0.5784565823958339
Ta1Tl3Se4,mp-10644,-0.8356195836718747
Zr1Ru3C1,mp-10706,-0.32684769299999916
Gd2Zn2Ga2,mp-1077244,-0.5649511158333335
Ba2Al2Ge2F2,mp-1078453,-1.815238951875
Zr3Ga3Ni3,mp-1078832,-0.6468923769444446
Dy3Al3Cu3,mp-1078857,-0.4529148799999992
Cs1Cd4As3,mp-1079080,-0.25230127536637914
La2Cu2Sb4,mp-1079103,-0.8267682850000009
Dy3Cd3Ga3,mp-1079242,-0.5129636413888888
Ce2Sb4Au2,mp-1079698,-0.8016870762499995
Lu3Sn3Pd3,mp-1080768,-0.9114380549999994
Dy3Sc2S7,mp-1095468,-2.306630941822917
Gd2Al8Ni2,mp-1095605,-0.556520615833333
Pr4Ge4Rh4,mp-1095680,-0.8590234233333334
Yb8As6,mp-1098,-1.164452875
Rb1Pr1O2,mp-1101401,-2.871370733125
Ho4Tc8,mp-1101968,-0.2049529383333327
Sm2P2O8,mp-1102486,-3.469492903055556
Sc4Fe6Si2,mp-1102564,-0.4973494074999998
Nd2Si4Rh6,mp-1103026,-1.0425691608333334
Sm4Ga4Ni4,mp-1103079,-0.5902077941666667
Fe4B4W4,mp-1103093,-0.3634385030555561
Ca8Hg4,mp-1103139,-0.4013747783333332
La4Te4Cl4,mp-1103189,-2.3136326158333334
Lu1Al8Cu4,mp-1103511,-0.2885550415384613
Eu2Al4Se8,mp-1103552,-1.501680954910714
Sr2Ni4P8,mp-1103788,-0.6420334757142854
Dy1Mn4Al8,mp-1104103,-0.34248907782493415
Er2Al6C6,mp-1104636,-0.31400507928571486
Cs4Au6S5,mp-1104686,-0.8454521124899425
Ni8Bi8S1I1,mp-1105564,-0.19270909934027872
Er6Cu6Sb8,mp-1105955,-0.7690311059999999
Er4Ga12Ni1,mp-1106190,-0.5556536494117649
Ti2Te2As2,mp-11113,-0.8317303677777789
K1Rb2Tl1F6,mp-1114355,-2.699880304633333
Nd1Cu5,mp-1140,-0.15798520666666604
Er4Ga4Co4,mp-11433,-0.49969857333333384
Na8Al6Si6C2N2O26,mp-1173717,-2.847507583848276
Na4Bi2As2C2O14,mp-1176418,-1.9433129540086203
K8Hg4Cl16,mp-1180946,-1.7329950308571431
Ba2O20,mp-1182576,-0.6015701499999999
Ca1Pm1Ag2,mp-1183552,-0.3138071252083332
Er1Tm1In2,mp-1184271,-0.4233768966666669
Gd3Al1,mp-1184417,-0.21036137500000152
Er4Co4Sn4,mp-11851,-0.49159040333333337
Li1Be2Pt1,mp-1185317,-0.5095317933333336
Li1Mg1Ag2,mp-1185364,-0.23999886916666657
Nb1Ga1Tc2,mp-1186224,-0.21352328187500014
V2Os1W1,mp-1187694,-0.25133196624999954
Y1Ho1In2,mp-1187846,-0.46729516166666674
Zr2Co2H6,mp-1188065,-0.5002482350000002
Pr4Mg2Ir2O12,mp-1188397,-2.8714977795000003
Ho12Ir4,mp-1189120,-0.5998279368750001
Lu2Co8B8,mp-1189538,-0.5273359468518516
Sm14Rh6,mp-1189638,-0.5368450930000002
Zn1Se1,mp-1190,-0.9515323261718751
Ba3Zn3Te1P2O14,mp-1190416,-2.629872676376812
Ho2Fe12P7,mp-1191181,-0.7098153725396825
Tb4B16Mo4,mp-1191349,-0.6208723998611111
K2Zn2B6O12,mp-1191459,-2.6348289573181813
La8P8S8,mp-1191492,-1.818396512986111
Zr14As8,mp-1191610,-1.0010109150000013
Ti8Cr4Ge10,mp-1192266,-0.48185905575757526
Hf18Ni2W8,mp-1192493,-0.16442049714285847
Hf6Co23,mp-1192795,-0.24842964844827584
Rb4Sn6Sb4S20,mp-1194540,-0.8499808238970584
Ce4Tl4P8S24,mp-1194799,-1.0844363241250001
Gd4B4S12O48,mp-1194925,-2.4141670506495094
Na4Mg8H4Se8O28,mp-1195419,-2.0257833347107095
Be4H48S8N8O40,mp-1195480,-1.445859021712964
Cs2Sr2B6H24,mp-1195599,-0.508715210123394
K4Zn6Se8O24,mp-1195606,-1.6320132883511902
Ca2Sn4Ir2,mp-11957,-0.5768004424999997
Tm4Co34,mp-1196360,-0.1101331685964908
Sr8V12Se20O72,mp-1197632,-2.023540285984004
K4As4W8O36,mp-1198481,-2.098363716769231
Sn2H24C4N12Cl12,mp-1198673,-0.7598818000000002
Ho1Mg1,mp-1199,-0.0735353049999996
Ca2Fe2B2P4H4O20,mp-1199046,-2.5175708482843135
Na4Cu2N8O24,mp-1199156,-1.1082772054264969
Be68Os12,mp-1199166,-0.2725087528750002
La20Ir12,mp-1199235,-0.6708543025000004
Bi4Mo4Se4O26,mp-1200193,-1.6870204668256576
Tl12As4Se16,mp-1201566,-0.5177996530468749
Mn8Se8O24,mp-1202364,-1.650879934554957
Rb4Mg2H24S4O28,mp-1203952,-1.7637077903629033
Eu8Cr8H8O40,mp-1204938,-2.1341073784375
Tb2Fe4Si2C2,mp-1205543,-0.5022209730000015
Er2Al4Ni1Ge2,mp-1205834,-0.6190124066666675
Er6Mn1Sb2,mp-1205843,-0.5778065731034485
Cs2Tl2O2,mp-1205877,-1.1640747204214559
Li3Lu3Ge3,mp-1205878,-0.6910290416666661
Gd4Co4I2,mp-1206201,-0.6879559389999997
Tm3Mg3Au3,mp-1206259,-0.6802933111111105
Y2Ga1Co2,mp-1206356,-0.4013947541666667
Eu1Mg2As2,mp-1206394,-0.9548160610000004
Sr2As2Au2,mp-1206525,-0.9287965205555556
Sm4Ge4Rh2,mp-1206581,-0.8990798490000003
K2Co1F6,mp-1206883,-2.476383131777778
La2Cd1Ni2,mp-1207146,-0.37085483199999986
Yb2Tl2W4O16,mp-1207513,-2.263476197777777
Y4Se4Cl4O12,mp-1207618,-2.4741731456684017
Tm1Mn6Sn4Ge2,mp-1207690,-0.2246892818656046
Tm4Tl4Mo8O32,mp-1207819,-2.389182741666667
Tm8Sc12Si16,mp-1208051,-0.7907466487037035
Tm4Ga18Ir6,mp-1208073,-0.6503280679166663
Tb10Si4Sb4,mp-1208415,-0.9496295277777773
Tb12Cr4S24,mp-1208516,-2.0352122218749997
Rb2Tm2Mo4O16,mp-1209114,-2.5273082170138905
Rb2Tb2W4O16,mp-1209144,-2.6711425431250007
Sm14Al14Co12,mp-1209190,-0.4200829602500001
Pr6Bi8Pt6,mp-1209333,-0.8417006844999996
Pr6Al24Os8,mp-1209374,-0.5582080189473686
Rb4W6Se2O24,mp-1209461,-2.1103059306857634
Rb8Nd4Br20,mp-1209500,-2.2139685384375003
Rb12Sb8I36,mp-1209693,-1.1142546933928574
Nd2Tl2W4O16,mp-1209958,-2.4850125452777774
Nd12Si12Pd12,mp-1210017,-0.9027453638888885
Nd8Se12O36,mp-1210071,-2.289095047287948
Na4Mg2Ge2O8,mp-1210431,-2.382190906012931
Mg2Te2O8,mp-1210588,-2.0619472841666666
Cd8P16,mp-12112,-0.12162970680555556
La8Al8Ni8,mp-1211364,-0.5250822229166671
K1Mo2P4O14,mp-1211413,-2.5571650288730154
K2La2Mo4O16,mp-1211443,-2.5345851960833343
Mn12Al8Ge12O48,mp-1211470,-2.4539358546896546
Ho10Bi2Pd4,mp-1212221,-0.6993626593749998
Eu8B8O20,mp-1212596,-3.14748025925926
Er4Te4As4,mp-1212634,-1.2864501866666676
Gd4Ni4Pb4,mp-1212834,-0.4095338691666666
Dy4Ga18Ir6,mp-1213136,-0.6721340387500001
Er4Sb4O16,mp-1213308,-2.879032631666666
Ce2Zr4F22,mp-1213767,-4.125191605892857
Ce6Nb2Sb10,mp-1213895,-0.9356318594444448
Ce12P4I12,mp-1213898,-1.4649334247619048
Cs8Eu4Cl20,mp-1214346,-2.3447106910452584
Zr12O3,mp-1215377,-1.2407292990000003
Yb1O1,mp-1216,-3.6297129975
Ti8Cu3Ni1,mp-1217065,-0.16076476138889007
Ti4C3N1,mp-1217103,-1.1043820347916675
Te4As4Ir4,mp-1217272,-0.5749086716666673
Tb2Cu2Pb2S6,mp-1217605,-1.350240770729166
Ta4Co6Ge2,mp-1217780,-0.3378443949999988
Tb1Al6Fe6,mp-1217840,-0.38356783230769165
Ta12Co3Pt3Se32,mp-1217952,-1.0221778849999998
Sr2Pr2Ga6O14,mp-1218050,-2.8288651128472218
Re4Mo2Se8,mp-1219132,-0.7352034741964276
Sb1Te2,mp-1219462,-0.3904637466666667
Nb3W1Se8,mp-1220566,-1.0897193057291663
Na1Bi3Cl2O4,mp-1220820,-1.769881898655172
Na1Pr1S2,mp-1220912,-2.026806994450431
Na4Li16H40N20,mp-1221143,-0.5700087556192536
Li1Bi1S2,mp-1222404,-0.9867309973958331
Li1La5Si4N10O1,mp-1222517,-1.6949641858730156
La7Co1I12,mp-1223204,-1.5438575750000005
K2Nb8As2O26,mp-1223401,-2.780238542000002
K1Ba2Nb3O9,mp-1223493,-3.0972640892000007
K4Ga4Ge4S16,mp-1223528,-1.0618826550714278
K4Mn2H8I8O28,mp-1223747,-1.27992845015724
K4Fe2P4H6O16F4,mp-1224019,-2.342018229037037
Hf1Zn2Ga1,mp-1224173,-0.344661704375
Gd4H4C4O16,mp-1224646,-2.5327380667857153
Ga1Cu1Ge1Se4,mp-1224851,-0.6582163459821432
Er2B6Rh9,mp-1225103,-0.6326043279411773
Dy1Sb1Pd1,mp-1225491,-1.1247050966666663
Er2Fe6Co6P7,mp-1225690,-0.7911229415873011
Eu4Mo2W4O24,mp-1225913,-2.478270879705882
Cs4Mn2Ni2F12,mp-1226311,-2.802116042879311
Ce1Nd1N2,mp-1226534,-1.6313698387500013
Cd1H6N2Cl2,mp-1226730,-0.7866562345454546
Ca1Mn1Fe1Ge2,mp-1227251,-0.34192128358620694
Ca4La2Ta2O12,mp-1227477,-3.5929732615
Ba6Fe4W2O18,mp-1228376,-2.522753784666667
Ba6Hf2Ta8O30,mp-1228378,-3.528675129565218
Ba6Ho2Ir2Ru2O18,mp-1228398,-2.5954692960000005
Ba10Sr2La4Fe8O30,mp-1228552,-2.7278600341358024
As4Rh4Se4,mp-1228724,-0.7241219032812504
Ba1V10S16,mp-1228772,-1.3529845314814817
Nb16Si4Te16,mp-1232409,-0.8089039349999996
K4Cr8S16,mp-1238839,-1.1264851064999999
Ca6Rh2N6,mp-1247259,-0.7429708471428569
Ba2Dy1Nb1O6,mp-12640,-3.459743938999999
Ta4Mn8,mp-12678,-0.22357185445402314
Rb4Co2O6,mp-1278131,-1.463856598333333
Cu2Hg1Ge1Se4,mp-12855,-0.4789387586718745
Ce1Ge3Ir1,mp-13122,-0.6556128079999993
Ho10Si6,mp-13236,-0.6645251756250001
Ca2Ag4,mp-13270,-0.2950495877777775
K4Ta4P16O52,mp-13792,-2.7920218884912287
Ho1Pb3,mp-1386,-0.25861093249999945
K8Sn46,mp-13909,-0.12051181525925904
Li4Ca4Ge8,mp-13917,-0.5130028108333335
Hf2Ge2Te2,mp-13964,-0.8056413966666666
K4Hg4P12O36,mp-14469,-2.3880118907500005
Mg4Si2Pt2,mp-14793,-0.61504839375
Sc4Mn2Se8,mp-14928,-1.612533826043718
Ce1Rh3,mp-1518,-0.6345121787499997
Ba8Eu4Bi4O24,mp-1518502,-2.59693398925
Ba2Sr1Se1O6,mp-1523293,-2.496048671901042
Rb2Ti1Te3O12,mp-1540553,-1.9993964349074074
Zn1Mo1F6,mp-1540855,-2.7006620206250007
Sr2Pd4,mp-1558,-0.6357145188888887
Tm8B16C8,mp-15604,-0.5589948843749992
Re4Sb2O12,mp-15910,-1.9233049983333343
K2Li6Zr4Si24O60,mp-16055,-3.2620280783958333
K2Na4Li6Cr4Si24O60,mp-16282,-3.033276546422069
Tm1Sb1Pt1,mp-16314,-1.2774704755555557
Ho2Ge2,mp-16342,-0.8620077649999995
Ho2C1,mp-1640,-0.2984896433333321
Lu4Al6Co2,mp-16490,-0.5054821333333338
Mn16Ag16P48O144,mp-16552,-2.377052943006979
Ba8Li2Ta6O24,mp-16792,-3.3701354761666664
Zn1Au1,mp-1684,-0.2157175200000001
Cs12K6Al2Sb8,mp-17120,-0.4751629422561575
Cu8P4O16,mp-17281,-1.7419204104761903
K8Ga8S16,mp-17650,-1.2984356232499996
Li6Zn6As6O24,mp-18048,-2.0007495202380947
Zr4Co7Ge6,mp-18135,-0.6030461308823526
Ba8Sb8Te24,mp-18291,-1.0412180550000003
Ca12Al4Sb12,mp-18300,-0.9172372214285721
Ca2Zn4P4O16,mp-18308,-2.7058475151282044
Cs4Mo6Se2O24,mp-18353,-1.9694152921225465
Mn6P3,mp-1849,-0.5138673952873568
Rb8Cd12S16,mp-18556,-1.0626475641666668
Rb2La2W4O16,mp-18605,-2.673132972708333
La4P20,mp-1864,-0.5664077681944448
Al1Ir1,mp-1885,-0.9589795700000003
Ba1Ni2P2O8,mp-18909,-2.5377746705128215
Ba1Al4,mp-1903,-0.24118236199999998
Fe6P4O16,mp-19346,-2.29624265551282
Sr2Mg1W1O6,mp-19420,-2.988763183333333
Hf1B2,mp-1994,-1.0178834761111102
Gd2Ga2,mp-20353,-0.6391157987499998
Gd1Ni2B2C1,mp-20728,-0.49811441638888826
Pd2Pb2F8,mp-20805,-2.0903579516666664
Y2Cu2Pb2,mp-20865,-0.4047946405555554
Ba2In4Pt2,mp-21032,-0.6281409099999999
Mn1Ga1Co2,mp-21171,-0.24274669385775915
Dy2Ag2Sn2,mp-21198,-0.5934584122222226
Sn8Pd2,mp-2128,-0.2368442420000001
Ho3In3Pt3,mp-21290,-0.9945842655555555
Er1Al3,mp-2134,-0.4192193850000008
K2Cu8As6O24,mp-21578,-1.4359335974000005
Ca4In2Pt4,mp-21885,-0.883302922
Er6Co58Si8B20,mp-21951,-0.4184758134057977
V4S4O20,mp-22092,-2.1701433786607143
Gd1B2Rh3,mp-22117,-0.6906145397222213
Li4Ni4As4O16,mp-22243,-1.8155962276190476
Mg4As6Rh7,mp-22326,-0.6405124388235292
Ba6In2Ru4O18,mp-22352,-2.262421059666667
Ba6Cu2Ru4O18,mp-22472,-2.117638643666667
Nd2Cl6,mp-23183,-2.747944405
Li3Bi1,mp-23222,-0.5295057349999999
Ti2Zn32,mp-2327,-0.06430715490196093
Gd2H24Cl6O12,mp-23989,-1.5543724379545454
Mg20Pd8,mp-2406,-0.47214260535714303
Dy1H2,mp-24151,-0.8047211100000004
Cd4H16N4Cl12,mp-24356,-1.0149890344444448
H12S4O16F4,mp-24463,-1.672838244513889
H4,mp-24504,0.0
Ca8Si4,mp-2517,-0.43444832083333357
Sn1F4,mp-2706,-2.7095145449999998
Na2Ag6O4,mp-27303,-0.7141666327586199
K12Ge4Te12,mp-27331,-0.9840730491428568
Sr4H8O8,mp-27425,-2.116176062333333
Cr8Te12,mp-2750,-0.4655042084999991
Na32Fe8O28,mp-27557,-1.6689097189655175
H12O4F4,mp-27714,-1.5383090165000006
Ga2Au1,mp-2776,-0.23811289833333285
Mg2Ti4O10,mp-28232,-3.4263178977083335
Tl16Si4Se16,mp-28334,-0.6732880161342586
Na4Hg1P2,mp-28591,-0.34931525112479483
Al14Tl6S24,mp-28759,-1.2642106189772726
Nb6Te6As2,mp-28968,-0.7280687885714282
K12Bi4Se12,mp-28980,-1.1540401769330362
Hg24Te8Cl32,mp-29102,-0.8937976014062503
Re24Te32Cl40,mp-29114,-0.8538963773958331
K48Sn16Se56,mp-29386,-1.194511306710417
Ca12Al4N12,mp-29596,-1.1649259075
Mg2Si2P4,mp-2961,-0.4198923016666667
Ce1Mn2Si2,mp-2965,-0.5570767221724126
Tb3Al9Cl36,mp-29844,-2.1765682483333335
As2Pb2F14,mp-29992,-2.5612429897222224
Li4B4Se10,mp-30100,-0.773666401302084
Be2Br4,mp-30139,-1.399303275
Mg6Al15Cu18,mp-30178,-0.2396729353846154
Cs12B4S12,mp-30222,-1.2524467735478244
Na10Sr1Sn12,mp-30253,-0.265168080529735
Nd8Se6N4,mp-30292,-1.9645707196701383
Ca4Sn4Pd4,mp-30437,-0.8061516041666668
Sc1Ni1Bi1,mp-30459,-0.6261232883333333
Mg6Cd2,mp-30490,-0.08275570374999996
Ta1Ga1Co2,mp-30555,-0.36007711187500036
Zr2Ga4,mp-30683,-0.5669717249999996
Tm2Ir4,mp-30743,-0.8474516238888891
Sr6Mg23,mp-30782,-0.07033399896551727
Ho6Al4Ni12,mp-30791,-0.5779764704545456
Sr1Ni1Sn3,mp-30805,-0.4356997063333338
Sr1Sn3Pd1,mp-30834,-0.5797029263333329
V8Te8O36,mp-30901,-1.923640806923077
Ga4P4S16,mp-30979,-0.7510770722222228
Ag4S2,mp-31053,-0.22268068548611097
Nd4Sc4O12,mp-31117,-3.8964648224999996
K2Mg1F4,mp-31212,-3.379465290857143
Sc2Si6Ni2,mp-3129,-0.578438096
Sc1In1Pd2,mp-31339,-0.8333712687499997
Tc4O8,mp-33137,-1.883370416666666
Cu6As2S8,mp-3345,-0.44661870906250023
Sr2La4Se8,mp-33569,-2.318639720863095
Rb2Au2F8,mp-3419,-2.071514807916666
Al8Ni4O16,mp-37614,-2.8027414935714288
Er1B1Rh3,mp-3769,-0.8142960758333331
Ho4Sn4O14,mp-3884,-3.0302023095454547
Sm4Zr4O14,mp-4408,-3.855694280909091
Na12Sn4S14,mp-4907,-1.1402444867456898
Er8P8S32,mp-5036,-1.3462721761805554
Ba4Ni2W2O12,mp-504723,-2.5636601604999996
Na4Zr4Cu4Te12,mp-505173,-0.9353570598419539
Cs4Nb4Cu8Te16,mp-505321,-0.704541206616379
K2Sn1H6O6,mp-510002,-1.6211712827333338
Cs7Au5O2,mp-510075,-0.7070186239655177
Cs2La2Zn2Te6,mp-510460,-1.3685269171551724
Ca2Ni8Sn4,mp-510484,-0.3458741450000003
Eu6Nb2O14,mp-510674,-3.2019420009090904
K8Y4Zr4P12O48,mp-532727,-3.1763661219824573
V8Hg8O28,mp-540566,-1.7159359913636372
Cs1Cr5S8,mp-540569,-1.0879278537807875
Tl8Sn4O12,mp-540586,-1.5003471177777783
Cs8Sn8O12,mp-540796,-1.7229900486945813
Cr2Ge2Te6,mp-541449,-0.41950860000000034
Cs4Gd4C8O24,mp-541789,-2.5378914977931033
Rb12Ta8S44,mp-541975,-1.2055958890234368
Ba6Na2Os4O18,mp-542208,-2.334663356436782
Ba2Te2O6,mp-5431,-2.3570523150000007
Nd1Bi2Cl1O4,mp-545529,-2.4068144975
Ba4C4O12,mp-5504,-2.683620472
Nb1Tl1Br4O1,mp-551826,-1.638275844047619
Na18Lu6Si12O42,mp-554463,-3.0755773403580897
Rb12Na4Pb4O16,mp-554584,-1.5557956868390805
Mg2P8Cl20O12,mp-554819,-1.9309043801587304
Tm2Nb2O8,mp-555109,-3.5847614477777774
P4Pt1F12,mp-555863,-2.61467055372549
Li16Te16O40,mp-555939,-1.8578830415740752
Cs18Ga12F54,mp-556103,-3.0582311211637925
Cs4Cu4Si16O38,mp-556177,-2.869502143576195
Pr4I12O36,mp-556346,-1.4767363659615393
Zr1Co1F6,mp-556360,-3.4092998762499995
K8Bi4Mo4P4O32,mp-556606,-2.3285160241794873
K2Bi2F12,mp-557724,-2.527215820375
K4P4O10F4,mp-558480,-2.79817135660606
Ce6Ta2Cl6O12,mp-558609,-3.455615631538461
Li8Ti24Pb4O56,mp-558619,-3.2084981737681146
Sr12Bi4Cl12O12,mp-558642,-2.74155705975
Na4Ni4As4O16,mp-558835,-1.7547035452216748
Ba4Bi4O12,mp-559051,-2.2334278330000004
Er12O8F20,mp-560114,-4.38439415075
